,name,categories,lat,lng
2223,State Liquor Store,Liquor Store,47.66592976182951,-122.19807803074744
2224,DIY Tea Lab,Bubble Tea Shop,47.666977,-122.19687
2225,Wah Luck Restaurant,Chinese Restaurant,47.66695099954001,-122.19662777770053
2226,Super 24,Grocery Store,47.66383618920316,-122.2070095597571
2227,Metro Bus Stop #82716,Bus Stop,47.66847388903841,-122.18743657377821
2228,Everest Park,Baseball Field,47.67145318844917,-122.1929456785214
2229,Everest Field,Baseball Field,47.672080993652344,-122.19237518310547
2230,Metro Bus Stop #70679,Bus Stop,47.668865483594956,-122.1964168096806
2231,Victoria Clipper Coffee Station,Café,47.66902508777993,-122.19765795376443
2232,Kirkland Children Music Studio,Music Venue,47.67147125623646,-122.19662437769853
2233,International School of Classical Ballet,Dance Studio,47.671730696552196,-122.19658002755202
2234,Accenture,Business Service,47.67272140843898,-122.19561143067111
2235,South Rose Hill Park,Park,47.66961666780438,-122.16969948044061
2236,Holy Family Gymnasium,Basketball Stadium,47.670637068102714,-122.18104303863078
2237,Lake Washington High School - Gym,Gym,47.6726777211042,-122.18079033317284
2238,Lake Washington High School Athletic Field,Football Stadium,47.673833,-122.179004
2239,Thirsty Hop,Pub,47.667228150032244,-122.1649041910281
2240,Pagliacci Pizza,Pizza Place,47.667055048072946,-122.16640865129422
2241,Sen Deli,Japanese Restaurant,47.6672298093273,-122.16481983661652
2242,Great Clips,Salon / Barbershop,47.6668995,-122.1633118
2243,The London Pastry,Bakery,47.667194,-122.163574
2244,Johnny’s Mia Roma,Pizza Place,47.667057,-122.163435
2245,Bridle Trails Shoe Repair,Shoe Repair,47.665067,-122.16584499999999
2246,Hot Dog USA Gym,Gym,47.66500206764302,-122.16566874383174
2247,Grass Lawn Park,Park,47.66832970520762,-122.14589039325611
2248,Grass Lawn Playground,Playground,47.667463440085825,-122.14615817561597
2249,Grass Lawn Soccer Field #1,Soccer Field,47.667701186642496,-122.1458683185072
2250,Grass Lawn Tennis Courts,Tennis Court,47.66920367782481,-122.14513491137515
2251,Grasslawn - Soccer Field #2,Soccer Field,47.66761274237592,-122.14505195617676
2252,Vedhas Technology Solutions LLC,IT Services,47.66358184814453,-122.15385437011719
2253,Swan Lake,Lake,47.66321425630344,-122.15528874308143
2254,The Gym,Gym,47.674338,-122.15055
2255,Metro KC Stop 73130,Bus Stop,47.66721725463867,-122.14324188232422
2256,148th Ave & 76th St Bus Stop,Bus Stop,47.67272472381592,-122.14317977428436
2257,Gym @ Gates of Redmond,Gym,47.67395814,-122.13672653750001
2258,Sunrise Donuts,Donut Shop,47.66950639065328,-122.13054755620101
2259,Redmond Saturday Market,Farmers Market,47.67186094318796,-122.12355136871338
2260,Bangkok Basil,Thai Restaurant,47.669519111606505,-122.13003579575918
2261,Uncle's Games,Toy / Game Store,47.669871436393116,-122.12017365058
2262,Gene Juarez Salon & Spa,Salon / Barbershop,47.66990919771343,-122.12022523425183
2263,iPic Theaters Redmond,Multiplex,47.67009099800331,-122.12081858122343
2264,Homegrown,Sandwich Place,47.673428908653975,-122.1232426364635
2265,Kitanda Espresso & Açaí,Café,47.67075743391394,-122.12184012006362
2266,Molly Moon's Homemade Ice Cream,Ice Cream Shop,47.67358962833612,-122.12352089777883
2267,Half Price Books,Bookstore,47.673205,-122.123609
2268,Paint Away,Arts & Crafts Store,47.67021891422505,-122.12144956647036
2269,Starbucks,Coffee Shop,47.670555,-122.12001
2270,Hyatt House Seattle/Redmond,Hotel,47.6734362,-122.1303568
2271,Guitar Center,Music Store,47.670793,-122.1212641
2272,Redmond Town Center,Shopping Mall,47.670516959582265,-122.1203053475371
2273,Tipsy Cow Burger Bar,Burger Joint,47.67324337321261,-122.12229444591792
2274,The French Bakery,Bakery,47.670537890333,-122.12097346080608
2275,Hoffman's Fine Pastries,Bakery,47.673679689318476,-122.12445984761291
2276,Matts’ Rotisserie & Oyster Lounge,Seafood Restaurant,47.669396810694735,-122.11988831612724
2277,The Matador,Mexican Restaurant,47.6732596284145,-122.12306340715976
2278,Woodblock,New American Restaurant,47.67373630812942,-122.12469432661072
2279,Bath & Body Works,Cosmetics Shop,47.67049273548465,-122.12062931138185
2280,Charming Charlie,Accessories Store,47.67025999357783,-122.11916661593655
2281,Cow Chip Cookies,Dessert Shop,47.670569801182204,-122.12114235644415
2282,Palmers East,Karaoke Bar,47.67374857589421,-122.12300530790124
2283,Luke McRedmond Park,Park,47.67356361108299,-122.12991541178465
2284,SecondStory Repertory,Theater,47.670186271087516,-122.11978437795023
2285,Simply Mac,Electronics Store,47.67053702994054,-122.11980298161507
2286,The Bar Method,Gym / Fitness Center,47.670767,-122.119253
2287,Top Pot Doughnuts,Donut Shop,47.67439505246215,-122.12668113503325
2288,El Toreador,Mexican Restaurant,47.673572111479615,-122.1231976934604
2289,Cold Stone Creamery,Ice Cream Shop,47.670451,-122.121639
2290,Zumiez,Clothing Store,47.67019,-122.11958
2291,CycleBar Redmond TC,Cycle Studio,47.670465,-122.119109
2292,Prime Steakhouse,Steakhouse,47.67334652264526,-122.12212672076593
2293,HobbyTown USA,Hobby Shop,47.67275232741928,-122.12147057598865
2294,Archer Hotel,Hotel,47.668838,-122.12083500000001
2295,BJ's Restaurant & Brewhouse,Brewery,47.66881434195291,-122.11992622792113
2296,Marymoor Soccer Field  #1,Soccer Field,47.665180795183275,-122.12040241390761
2297,24 Hour Fitness,Gym / Fitness Center,47.6690066316544,-122.11289952013091
2298,Dough Zone Dumpling House,Dumpling Restaurant,47.670889733460214,-122.11400775461182
2299,Malt & Vine,Beer Store,47.67119257166723,-122.11522906473208
2300,Red Robin Gourmet Burgers and Brews,Burger Joint,47.67019244,-122.1140701
2301,Papa Murphy's,Pizza Place,47.6701595,-122.1110003
2302,Stone Korean Restaurant,Korean Restaurant,47.67139075481414,-122.11492911029089
2303,Gyros 2 Go,Greek Restaurant,47.671376115831734,-122.11507228841562
2304,Agave Cocina & Cantina,Mexican Restaurant,47.67196341154387,-122.11189610757344
2305,Jersey Mike's Subs,Sandwich Place,47.670189,-122.11074
2306,Kringles Bakery,Bakery,47.672407168815226,-122.11679212702676
2307,Five Guys,Burger Joint,47.67138446054438,-122.11175394070743
2308,GameStop,Video Game Store,47.67148133776668,-122.11151713313946
2309,Panera Bread,Bakery,47.6711357,-122.109952
2310,Orange Theory Fitness Redmond,Gym / Fitness Center,47.67161869371394,-122.11931886289963
2311,Blazing Bagels,Bagel Shop,47.66735373854531,-122.10631729835538
2312,Ulta Beauty – Curbside Pickup Only,Cosmetics Shop,47.6721344,-122.111395
2313,Bed Bath & Beyond,Furniture / Home Store,47.6704447,-122.1158021
